age,current_language,first_language,gender,script,affect,phone_position,file_name,chunk_name,phone_model,file_num
60 and over,English,English,Man,join the Ear Look club,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f49a8c98-7f9c-4362-b029-6211896a2dce.wav,/final/chunk12.wav,Moto e,118
60 and over,English,English,Man,join the Ear Look club,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f49a8c98-7f9c-4362-b029-6211896a2dce.wav,/final/chunk21.wav,Moto e,119
60 and over,English,English,Man,join the Ear Look club,disgust,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_f49a8c98-7f9c-4362-b029-6211896a2dce.wav,/final/chunk31.wav,Moto e,120
25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c68b65df-ed10-4475-93b6-d24cb69ccf88.wav,/final/chunk10.wav,iPhone 13 Pro,121
25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c68b65df-ed10-4475-93b6-d24cb69ccf88.wav,/final/chunk31.wav,iPhone 13 Pro,122
25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_c68b65df-ed10-4475-93b6-d24cb69ccf88.wav,/final/chunk40.wav,iPhone 13 Pro,123
18-24,English,English,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_e60467fe-ff2e-48f6-a402-a07764709682.wav,/final/chunk00.wav,iPhone 12,124
18-24,English,English,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_e60467fe-ff2e-48f6-a402-a07764709682.wav,/final/chunk20.wav,iPhone 12,125
18-24,English,English,Woman,five special guest treasures,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_e60467fe-ff2e-48f6-a402-a07764709682.wav,/final/chunk30.wav,iPhone 12,126
25-39,English,English,Man,heavy undersea birthday pumpkins,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c7c827-8854-44dd-a5f9-68c489f8f82e.wav,/final/chunk30.wav,iPhone SE 2020 Model,127
25-39,English,English,Man,heavy undersea birthday pumpkins,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c7c827-8854-44dd-a5f9-68c489f8f82e.wav,/final/chunk40.wav,iPhone SE 2020 Model,128
25-39,English,English,Man,heavy undersea birthday pumpkins,disgust,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_93c7c827-8854-44dd-a5f9-68c489f8f82e.wav,/final/chunk50.wav,iPhone SE 2020 Model,129
40-60,English,English,Man,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_ff49aa73-9848-42f8-9b4a-c26430305035.wav,/final/chunk20.wav,Google Pixel 6 Pro,130
40-60,English,English,Man,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_ff49aa73-9848-42f8-9b4a-c26430305035.wav,/final/chunk22.wav,Google Pixel 6 Pro,131
40-60,English,English,Man,heavy undersea birthday pumpkins,joy,Place phone on the opposite side of the room face up on any surface 12/19,/media/data/shout-data/shout_data_ff49aa73-9848-42f8-9b4a-c26430305035.wav,/final/chunk24.wav,Google Pixel 6 Pro,132
40-60,English,English,Man,another dog secretary show,fear,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_8e3eab65-8ef1-4054-91fa-6f24daba7f4a.wav,/final/chunk00.wav,Google Pixel 6 Pro,133
18-24,English,English,Man,join the Ear Look club,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6a706182-b4b4-4da3-8ae5-c10768105ef7.wav,/final/chunk10.wav,iPhone,134
18-24,English,English,Man,join the Ear Look club,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6a706182-b4b4-4da3-8ae5-c10768105ef7.wav,/final/chunk20.wav,iPhone,135
18-24,English,English,Man,join the Ear Look club,surprise,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_6a706182-b4b4-4da3-8ae5-c10768105ef7.wav,/final/chunk30.wav,iPhone,136
60 and over,English,English,Man,snow meteor down the chimney,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_811fc4be-d826-4419-a59e-92e2dff78beb.wav,/final/chunk11.wav,Moto e,137
60 and over,English,English,Man,snow meteor down the chimney,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_811fc4be-d826-4419-a59e-92e2dff78beb.wav,/final/chunk21.wav,Moto e,138
60 and over,English,English,Man,snow meteor down the chimney,disgust,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_811fc4be-d826-4419-a59e-92e2dff78beb.wav,/final/chunk31.wav,Moto e,139
25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_65f420bd-2432-4173-8f71-e915d7370010.wav,/final/chunk31.wav,iPhone 13 Pro,140
25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_65f420bd-2432-4173-8f71-e915d7370010.wav,/final/chunk40.wav,iPhone 13 Pro,141
25-39,English,Croatian,Woman,heavy undersea birthday pumpkins,anger,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_65f420bd-2432-4173-8f71-e915d7370010.wav,/final/chunk50.wav,iPhone 13 Pro,142
40-60,English,English,Woman,the thunder break craze,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_545aa3f1-71cf-41c6-9fb8-3db3b79122cd.wav,/final/chunk10.wav,Android,143
40-60,English,English,Woman,the thunder break craze,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_545aa3f1-71cf-41c6-9fb8-3db3b79122cd.wav,/final/chunk20.wav,Android,144
40-60,English,English,Woman,the thunder break craze,sadness,Place your phone in your pocket 6/19,/media/data/shout-data/shout_data_545aa3f1-71cf-41c6-9fb8-3db3b79122cd.wav,/final/chunk30.wav,Android,145
40-60,English,English,Woman,birds make new jingles,neutral,Hold your phone next to your face with your hand covering the mic 3/19,/media/data/shout-data/shout_data_88111d4d-5a37-433c-93aa-22f5de01a161.wav,/final/chunk10.wav,iPhone,146
25-39,English,English,Woman,zebra cats walking on lamps,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d6d5c520-514a-463d-8bc8-e4b62c71f855.wav,/final/chunk11.wav,iPhone 12,147
25-39,English,English,Woman,zebra cats walking on lamps,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d6d5c520-514a-463d-8bc8-e4b62c71f855.wav,/final/chunk13.wav,iPhone 12,148
40-60,English,English,Woman,join the Ear Look club,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d6f77002-f4a6-41ec-b388-b40ef76ac6c8.wav,/final/chunk10.wav,Samsung s9,149
40-60,English,English,Woman,join the Ear Look club,neutral,Place phone as far away as possible while on on the opposite side of a wall from you face up on any surface 16/19,/media/data/shout-data/shout_data_d6f77002-f4a6-41ec-b388-b40ef76ac6c8.wav,/final/chunk30.wav,Samsung s9,150
25-39,English,English,Woman,heavy undersea birthday pumpkins,neutral,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_09f8dc6b-87c5-4cbf-8896-9b249357243f.wav,/final/chunk00.wav,iPhone,151
25-39,English,English,Man,the thunder break craze,disgust,Place phone as far away as possible while on on the opposite side of a wall from you in a bag 19/19,/media/data/shout-data/shout_data_bcbb9ce0-4895-41a8-b489-81b11f67b11e.wav,/final/chunk50.wav,Samsung Z-Fold 2,152
25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_87372db0-9d15-4f91-98f0-3dd39270b8fe.wav,/final/chunk30.wav,iPhone 12,153
25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_87372db0-9d15-4f91-98f0-3dd39270b8fe.wav,/final/chunk31.wav,iPhone 12,154
25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_87372db0-9d15-4f91-98f0-3dd39270b8fe.wav,/final/chunk40.wav,iPhone 12,155
25-39,English,Hungarian,Woman,five special guest treasures,anger,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_875fcafb-caca-471a-8681-aa4bea0be70f.wav,/final/chunk01.wav,Samsung S8,156
25-39,English,Hungarian,Woman,five special guest treasures,anger,Place phone 1-2 meters away face down on a hard surface 9/19,/media/data/shout-data/shout_data_875fcafb-caca-471a-8681-aa4bea0be70f.wav,/final/chunk02.wav,Samsung S8,157
60 and over,English,English,Man,five special guest treasures,joy,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_76b0b549-2b40-4675-b3ef-81978b09f0c6.wav,/final/chunk20.wav,Samsung,158
40-60,English,English,Woman,wolf ring lights are fantastic,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e252a09f-27ae-44e1-ba72-663e50743644.wav,/final/chunk11.wav,iPhone,159
40-60,English,English,Woman,wolf ring lights are fantastic,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e252a09f-27ae-44e1-ba72-663e50743644.wav,/final/chunk21.wav,iPhone,160
40-60,English,English,Woman,wolf ring lights are fantastic,sadness,Place phone 1-2 meters away face up on any surface 8/19,/media/data/shout-data/shout_data_e252a09f-27ae-44e1-ba72-663e50743644.wav,/final/chunk31.wav,iPhone,161
25-39,English,French,Woman,wolf ring lights are fantastic,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_6ba42565-2e9e-4673-8382-1188b87e1ab9.wav,/final/chunk00.wav,Samsung,162
25-39,English,French,Woman,wolf ring lights are fantastic,neutral,Place phone on the opposite side of the room face down on a hard surface 13/19,/media/data/shout-data/shout_data_6ba42565-2e9e-4673-8382-1188b87e1ab9.wav,/final/chunk41.wav,Samsung,163
25-39,English,English,Woman,birds make new jingles,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_de2fb353-bee5-4305-8d01-f14e724d3179.wav,/final/chunk11.wav,iPhone SE 2020,164
25-39,English,English,Woman,birds make new jingles,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_de2fb353-bee5-4305-8d01-f14e724d3179.wav,/final/chunk21.wav,iPhone SE 2020,165
25-39,English,English,Woman,birds make new jingles,surprise,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_de2fb353-bee5-4305-8d01-f14e724d3179.wav,/final/chunk31.wav,iPhone SE 2020,166
25-39,English,English,Woman,snow meteor down the chimney,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_3de47b56-34af-4e37-98d9-cf89e40c815a.wav,/final/chunk00.wav,Galaxy J3 Star,167
25-39,English,English,Woman,snow meteor down the chimney,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_3de47b56-34af-4e37-98d9-cf89e40c815a.wav,/final/chunk20.wav,Galaxy J3 Star,168
25-39,English,English,Woman,snow meteor down the chimney,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_3de47b56-34af-4e37-98d9-cf89e40c815a.wav,/final/chunk30.wav,Galaxy J3 Star,169
25-39,English,English,Woman,wolf ring lights are fantastic,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_946043ad-9230-4795-9d60-892c1b287598.wav,/final/chunk01.wav,iPhone 12,170
25-39,English,English,Woman,wolf ring lights are fantastic,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_946043ad-9230-4795-9d60-892c1b287598.wav,/final/chunk11.wav,iPhone 12,171
25-39,English,English,Woman,wolf ring lights are fantastic,neutral,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_946043ad-9230-4795-9d60-892c1b287598.wav,/final/chunk31.wav,iPhone 12,172
25-39,English,English,Man,join the Ear Look club,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_8827052c-8545-4026-a5e0-e39fdc452e23.wav,/final/chunk11.wav,iPhone 12,173
25-39,English,English,Man,join the Ear Look club,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_8827052c-8545-4026-a5e0-e39fdc452e23.wav,/final/chunk20.wav,iPhone 12,174
25-39,English,English,Man,join the Ear Look club,surprise,Hold your phone next to your hip with the back of phone on your palm 4/19,/media/data/shout-data/shout_data_8827052c-8545-4026-a5e0-e39fdc452e23.wav,/final/chunk51.wav,iPhone 12,175
25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_90ac0d89-1957-4fde-859a-9b8c584e4ba7.wav,/final/chunk11.wav,iPhone 12,176
25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_90ac0d89-1957-4fde-859a-9b8c584e4ba7.wav,/final/chunk30.wav,iPhone 12,177
25-39,English,English,Woman,birds make new jingles,surprise,Place phone 1-2 meters away face down on a soft surface 10/19,/media/data/shout-data/shout_data_90ac0d89-1957-4fde-859a-9b8c584e4ba7.wav,/final/chunk41.wav,iPhone 12,178
18-24,English,Portuguese,Woman,five special guest treasures,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_3bfb16b9-c24f-4220-b01b-311ba6d99cad.wav,/final/chunk20.wav,Galaxy S10,179
18-24,English,Portuguese,Woman,five special guest treasures,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_3bfb16b9-c24f-4220-b01b-311ba6d99cad.wav,/final/chunk30.wav,Galaxy S10,180
18-24,English,Portuguese,Woman,five special guest treasures,sadness,Place phone on the opposite side of the room face down on a soft surface 14/19,/media/data/shout-data/shout_data_3bfb16b9-c24f-4220-b01b-311ba6d99cad.wav,/final/chunk60.wav,Galaxy S10,181
40-60,English,English,Woman,hungry action hippos fruit,joy,Hold your phone next to your face with the mic facing your mouth as you would in a phone conversation 1/19,/media/data/shout-data/shout_data_f954f91b-ba7b-4b27-804c-9cc0e042d65e.wav,/final/chunk10.wav,Iphone11,182
40-60,English,English,Woman,five special guest treasures,fear,Place your phone in a bag and hold it next to your hip 7/19,/media/data/shout-data/shout_data_bfb45ad5-cc68-46ce-89ef-0b1073540c3d.wav,/final/chunk01.wav,iPhone,183
